N,X,Y
69398,556087,2817798
69399,556112,2869318
69400,556116,2826080
69401,556159,3044313
69402,556159,2775303
69403,556176,3036136
69404,556188,2820371
69405,556188,2820360
69406,556193,3051611
69407,556197,2821172
69408,556198,3004478
69409,556202,2845714
69410,556205,3054853
69411,556208,2839253
69412,556209,2839270
69413,556209,3051610
69414,556212,3058120
69415,556214,3057283
69416,556215,3057299
69417,556224,2817929
69418,556226,2817941
69419,556235,2775278
69420,556243,3060537
69421,556250,2889460
69422,556256,2835964
69423,556268,2844098
69424,556275,2821076
69425,556276,2889465
69426,556285,2844097
69427,556285,2891701
69428,556291,3015859
69429,556292,3015834
69430,556297,2829344
69431,556297,3068243
69432,556301,2775443
69433,556304,3070021
69434,556310,2821090
69435,556311,3068243
69436,556325,2842481
69437,556326,2819556
69438,556326,2842497
69439,556331,3057282
69440,556332,2842498
69441,556332,2891772
69442,556332,3057298
69443,556333,2817925
69444,556337,2842481
69445,556337,2842498
69446,556339,2834322
69447,556341,2869599
69448,556347,2831022
69449,556360,3060538
69450,556364,2821176
69451,556370,2829346
69452,556372,3016843
69453,556374,2955633
69454,556376,2955598
69455,556387,2821177
69456,556390,2817932
69457,556395,3022643
69458,556406,2888688
69459,556417,3022671
69460,556432,2888692
69461,556439,2821260
69462,556446,2775584
69463,556446,3057280
69464,556446,3057296
69465,556450,2821249
69466,556456,2817853
69467,556459,2775570
69468,556461,2831029
69469,556481,3067836
69470,556483,2827714
69471,556484,2817881
69472,556491,2817933
69473,556496,2817946
69474,556497,3067833
69475,556500,2817934
69476,556504,2817947
69477,556515,2775652
69478,556522,2817934
69479,556523,2826085
69480,556529,2775637
69481,556530,2849348
69482,556530,2849328
69483,556536,2887131
69484,556540,2824446
69485,556550,3076794
69486,556564,2822819
69487,556565,3036138
69488,556569,2882815
69489,556575,2882411
69490,556585,2887129
69491,556587,2821107
69492,556588,2820775
69493,556588,2820916
69494,556589,2821183
69495,556591,2820364
69496,556591,2820377
69497,556593,2883160
69498,556600,2821183
69499,556604,2819882
69500,556605,2869934
69501,556608,2818209
69502,556614,2819561
69503,556617,2881551
69504,556630,2775768
69505,556630,2880691
69506,556640,2818757
69507,556643,2883161
69508,556649,2882814
69509,556654,2882411
69510,556660,2775768
69511,556663,2817603
69512,556665,2817937
69513,556665,2817950
69514,556666,2881554
69515,556671,3014739
69516,556673,2816598
69517,556673,2821525
69518,556673,2816613
69519,556675,2816296
69520,556677,3015839
69521,556681,2880691
69522,556681,2879078
69523,556682,2817937
69524,556682,2817950
69525,556683,2821515
69526,556685,2817602
69527,556687,2816613
69528,556688,2816598
69529,556694,2816164
69530,556694,2816297
69531,556701,2816131
69532,556714,3015860
69533,556714,2816140
69534,556715,2816135
69535,556728,2879160
69536,556730,2775869
69537,556731,2877473
69538,556731,2877466
69539,556731,2877459
69540,556731,2879082
69541,556744,2775855
69542,556755,2876678
69543,556756,2876666
69544,556756,2876656
69545,556760,2878266
69546,556767,2821633
69547,556779,2821624
69548,556781,2877480
69549,556781,2877473
69550,556781,2877466
69551,556799,3024772
69552,556801,3060533
69553,556804,2875055
69554,556805,2831043
69555,556805,2891644
69556,556806,2876679
69557,556806,2876656
69558,556833,2831044
69559,556834,2775972
69560,556834,2874087
69561,556842,2814839
69562,556844,2814844
69563,556846,2775960
69564,556849,2814859
69565,556849,2814836
69566,556854,2873443
69567,556856,2875056
69568,556856,2814834
69569,556863,2814855
69570,556864,2870245
69571,556869,2870293
69572,556880,2872640
69573,556884,2874088
69574,556899,3019178
69575,556904,2873441
69576,556905,2871833
69577,556912,2840096
69578,556923,2821810
69579,556925,2776063
69580,556927,3015859
69581,556929,2840096
69582,556929,2816301
69583,556930,2872641
69584,556932,2821798
69585,556933,3015840
69586,556936,2776050
69587,556937,3015847
69588,556939,2839299
69589,556940,2839279
69590,556941,3044305
69591,556945,3015840
69592,556948,3016531
69593,556953,2870517
69594,556953,2847347
69595,556954,2871835
69596,556955,3051605
69597,556955,2839299
69598,556956,2839281
69599,556958,3015859
69600,556962,2870346
69601,556963,2815334
69602,556963,3016038
69603,556963,2870321
69604,556964,2815344
69605,556964,2815352
69606,556966,2870223
69607,556968,3044305
69608,556969,2838466
69609,556975,2776113
69610,556978,3016562
69611,556979,2815334
69612,556981,2815352
69613,556985,2838067
69614,556986,2776099
69615,556986,2838054
69616,556988,2838467
69617,556990,3015735
69618,556993,2846300
69619,557004,2838069
69620,557004,2838057
69621,557005,2837658
69622,557006,2845948
69623,557009,2845749
69624,557011,2870330
69625,557012,2870335
69626,557013,2845691
69627,557018,2847346
69628,557020,2837659
69629,557020,2891560
69630,557020,2837644
69631,557022,2821925
69632,557023,3021074
69633,557028,3060532
69634,557033,3021099
69635,557035,2821915
69636,557037,2844936
69637,557037,2844925
69638,557037,3075785
69639,557040,2845753
69640,557048,2844937
69641,557049,2844926
69642,557058,2834351
69643,557060,3021102
69644,557067,2844136
69645,557068,2844122
69646,557071,3066206
69647,557073,2776211
69648,557073,3021060
69649,557074,2821962
69650,557076,2821987
69651,557076,3021081
69652,557080,2844136
69653,557081,2844122
69654,557081,2776203
69655,557086,3066206
69656,557086,2776197
69657,557090,2891574
69658,557092,2843537
69659,557092,2843545
69660,557095,2843439
69661,557102,2843255
69662,557102,2843545
69663,557103,2843537
69664,557107,2843439
69665,557108,2843154
69666,557109,2876659
69667,557119,2843155
69668,557130,2842527
69669,557131,2842509
69670,557135,2814708
69671,557144,2842528
69672,557145,2842512
69673,557153,2834355
69674,557157,3065928
69675,557158,2820384
69676,557158,2820373
69677,557163,2841721
69678,557164,2841709
69679,557167,2841597
69680,557168,2841583
69681,557173,3065926
69682,557174,2841722
69683,557174,2841709
69684,557180,2841598
69685,557181,2841583
69686,557192,2833540
69687,557192,2840621
69688,557193,2840919
69689,557194,2840901
69690,557204,2822134
69691,557209,2840901
69692,557209,2954900
69693,557209,2840921
69694,557211,2840616
69695,557215,2822124
69696,557219,3070627
69697,557219,2954925
69698,557249,2876683
69699,557250,2831917
69700,557253,3065628
69701,557255,3015862
69702,557256,2891499
69703,557260,3021063
69704,557263,3065522
69705,557264,2831373
69706,557264,3015840
69707,557271,2831062
69708,557277,3065525
69709,557277,2830618
69710,557287,3028037
69711,557288,2830175
69712,557296,2829358
69713,557296,3051603
69714,557305,2822249
69715,557306,2828563
69716,557306,2828538
69717,557312,2828138
69718,557314,2822238
69719,557318,2827726
69720,557326,3018668
69721,557330,2826916
69722,557336,2826407
69723,557338,3031922
69724,557342,2826098
69725,557346,3031902
69726,557347,2825593
69727,557347,2847366
69728,557349,2847355
69729,557350,3018636
69730,557352,2825289
69731,557364,2824457
69732,557366,3021065
69733,557366,2776549
69734,557369,2849332
69735,557375,2823659
69736,557379,2823243
69737,557379,3070745
69738,557379,2776539
69739,557386,2822831
69740,557389,3060530
69741,557398,3015210
69742,557398,3015951
69743,557406,2776575
69744,557420,2882583
69745,557424,3015703
69746,557426,3015861
69747,557428,3015840
69748,557432,3015854
69749,557435,3015223
69750,557437,3015861
69751,557443,3015840
69752,557443,2776649
69753,557452,2868159
69754,557455,2776640
69755,557466,2822428
69756,557469,2868178
69757,557480,2817971
69758,557480,2817960
69759,557481,3064634
69760,557484,2849352
69761,557485,3012400
69762,557485,2879083
69763,557488,2822427
69764,557489,2816304
69765,557500,2776723
69766,557513,2776713
69767,557522,3019164
69768,557530,2831074
69769,557566,2882582
69770,557569,3064301
69771,557575,3021066
69772,557580,2822562
69773,557581,3064304
69774,557588,2776841
69775,557592,2822551
69776,557604,2776830
69777,557622,3015838
69778,557622,3021269
69779,557652,2822643
69780,557663,2822634
69781,557668,2849352
69782,557668,2849335
69783,557674,3036140
69784,557680,3032053
69785,557686,3015860
69786,557705,2840922
69787,557706,2840941
69788,557709,3032063
69789,557711,2821188
69790,557711,2821205
69791,557712,2840922
69792,557718,2840923
69793,557719,2840942
69794,557719,3032089
69795,557730,3019143
69796,557743,2847382
69797,557746,2826102
69798,557756,2882583
69799,557764,2839333
69800,557764,2839318
69801,557775,3044297
69802,557787,2777106
69803,557795,3048374
69804,557797,3046727
69805,557798,3048282
69806,557799,3048755
69807,557799,3047141
69808,557801,3047537
69809,557802,2891323
69810,557802,3047638
69811,557803,2777095
69812,557804,3047944
69813,557810,3049949
69814,557810,2845791
69815,557810,2845778
69816,557811,3049976
69817,557811,3050385
69818,557812,3050914
69819,557815,2821188
69820,557815,3051602
69821,557817,2821205
69822,557818,2820382
69823,557818,2820394
69824,557820,2822839
69825,557821,3052635
69826,557822,3052843
69827,557822,3052808
69828,557824,3053224
69829,557825,3053621
69830,557827,3053917
69831,557830,2837706
69832,557830,2837694
69833,557832,3054841
69834,557834,3056469
69835,557834,3057267
69836,557834,2822839
69837,557835,3057283
69838,557836,3060528
69839,557840,3028040
69840,557841,3063275
69841,557852,3063280
69842,557856,3021071
69843,557875,2844168
69844,557875,2844152
69845,557892,3028060
69846,557903,2777260
69847,557906,2777248
69848,557909,2777235
69849,557926,3062956
69850,557926,3020175
69851,557929,3020904
69852,557929,3021820
69853,557934,3074029
69854,557934,3036140
69855,557936,2842559
69856,557936,2842545
69857,557938,3062956
69858,557943,3019934
69859,557948,2842560
69860,557948,2842547
69861,557950,2834392
69862,557968,2823100
69863,557971,2876658
69864,557976,2891279
69865,557978,2834393
69866,557979,2823090
69867,557979,3020268
69868,557999,2867715
69869,558005,2891229
69870,558017,2891268
69871,558019,2777411
69872,558019,2867733
69873,558022,2891225
69874,558025,2820398
69875,558026,2820385
69876,558028,3027352
69877,558031,3021920
69878,558032,2891264
69879,558034,2777399
69880,558040,2891359
69881,558049,2827736
69882,558051,2890111
69883,558054,2891355
69884,558059,3062544
69885,558060,2890123
69886,558072,3062546
69887,558076,2849355
69888,558076,2849335
69889,558077,2891254
69890,558087,2831098
69891,558090,2876682
69892,558093,2823255
69893,558099,3015870
69894,558101,3015853
69895,558112,3021071
69896,558116,2823256
69897,558117,3011037
69898,558131,3021266
69899,558132,3027849
69900,558132,3021065
69901,558140,3032106
69902,558147,2847399
69903,558147,3028041
69904,558148,2847386
69905,558148,3028061
69906,558148,3032127
69907,558156,3028052
69908,558157,2826110
69909,558165,3015872
69910,558172,2777611
69911,558173,3015857
69912,558173,3020918
69913,558175,3028042
69914,558181,2824470
69915,558187,2777600
69916,558190,3028162
69917,558197,3062144
69918,558198,3028062
69919,558199,3019132
69920,558204,2821235
69921,558209,2823359
69922,558210,3062144
69923,558213,2845796
69924,558213,2845809
69925,558216,3027417
69926,558219,2890027
69927,558224,3021071
69928,558225,2890042
69929,558236,3021071
69930,558237,2890021
69931,558242,2836045
69932,558243,2890035
69933,558258,3021054
69934,558260,2821260
69935,558274,2823462
69936,558281,3061936
69937,558283,2777758
69938,558300,2777750
69939,558308,2816311
69940,558317,3061743
69941,558351,2851096
69942,558355,2826114
69943,558356,2876682
69944,558357,2876662
69945,558359,2821362
69946,558361,2891274
69947,558365,2876682
69948,558371,2876682
69949,558372,2891174
69950,558373,2851605
69951,558373,2876661
69952,558378,2777885
69953,558383,3061470
69954,558385,3021050
69955,558391,2851060
69956,558394,2777875
69957,558395,3061473
69958,558396,3062955
69959,558399,2831112
69960,558402,2953900
69961,558403,3015886
69962,558404,3015864
69963,558408,3061408
69964,558410,2820403
69965,558417,3062956
69966,558419,2850794
69967,558424,2851162
69968,558424,2851023
69969,558425,2851066
69970,558425,2820390
69971,558426,2851059
69972,558429,2953910
69973,558438,2851709
69974,558438,2851718
69975,558442,2851066
69976,558442,2851059
69977,558446,2851390
69978,558449,2824473
69979,558451,2849355
69980,558454,2849337
69981,558462,2819863
69982,558468,2849355
69983,558469,2849337
69984,558480,3028043
69985,558480,3060527
69986,558488,2849231
69987,558489,2821901
69988,558489,2848616
69989,558489,2819833
69990,558491,2820385
69991,558491,2820399
69992,558491,2820340
69993,558493,2851718
69994,558499,2821892
69995,558502,2820495
69996,558504,2831118
69997,558507,2848213
69998,558507,2882607
69999,558511,2848618
70000,558512,3071121
70001,558513,2829376
70002,558526,2849338
70003,558528,2848214
70004,558536,2847499
70005,558538,2840978
70006,558538,2840959
70007,558539,2847415
70008,558539,2847401
70009,558539,2778096
70010,558541,2840129
70011,558543,2821956
70012,558544,2847313
70013,558547,3021068
70014,558552,2778085
70015,558553,2840979
70016,558553,3036143
70017,558554,2840960
70018,558556,2847499
70019,558558,2847416
70020,558558,2847402
70021,558558,2840130
70022,558560,2839366
70023,558561,3028644
70024,558561,2839349
70025,558562,2847314
70026,558563,3060716
70027,558568,2820921
70028,558569,2820397
70029,558571,2820490
70030,558571,2846606
70031,558574,2841310
70032,558575,3060716
70033,558580,2839366
70034,558581,2839350
70035,558582,3027947
70036,558588,3028064
70037,558589,2841304
70038,558590,2846606
70039,558596,2838551
70040,558601,2845826
70041,558602,2820398
70042,558602,2845810
70043,558603,2820383
70044,558604,3028055
70045,558606,2846204
70046,558612,3028045
70047,558612,3028064
70048,558613,3051602
70049,558614,2838553
70050,558614,3060527
70051,558615,3028228
70052,558618,2841470
70053,558619,2841823
70054,558620,2845826
70055,558620,2841484
70056,558621,2822440
70057,558622,2845809
70058,558624,2821017
70059,558627,2837754
70060,558628,2837740
70061,558629,3060527
70062,558629,2837710
70063,558631,2841823
70064,558633,2837529
70065,558634,2841468
70066,558635,2841482
70067,558638,2844998
70068,558648,2837756
70069,558649,2837741
70070,558653,2837529
70071,558653,2844998
70072,558653,2836865
70073,558655,3021072
70074,558655,3021055
70075,558658,2814670
70076,558660,3060358
70077,558663,2867177
70078,558663,3021072
70079,558668,3062271
70080,558669,2844200
70081,558669,2844184
70082,558672,2836867
70083,558672,3021056
70084,558673,3021073
70085,558674,3060357
70086,558678,3062257
70087,558678,2843908
70088,558679,2843895
70089,558681,2851718
70090,558685,3062283
70091,558685,2867192
70092,558686,2822012
70093,558687,2844201
70094,558688,2844185
70095,558694,3062270
70096,558697,2814670
70097,558699,2843917
70098,558700,2843904
70099,558701,2778309
70100,558702,3060163
70101,558708,3071122
70102,558717,2778298
70103,558719,2842919
70104,558720,2842906
70105,558721,2836067
70106,558722,3028753
70107,558722,3060112
70108,558729,3015894
70109,558733,2842591
70110,558733,2842576
70111,558739,3015873
70112,558740,2842919
70113,558741,2820402
70114,558741,2836072
70115,558741,2842907
70116,558742,2836060
70117,558746,2835360
70118,558750,3057319
70119,558751,2820388
70120,558753,2842592
70121,558753,2820304
70122,558753,2842577
70123,558757,2989921
70124,558758,2836072
70125,558759,2836061
70126,558761,2876664
70127,558763,3059709
70128,558764,2814945
70129,558765,2814962
70130,558765,2835348
70131,558767,2834603
70132,558769,3059709
70133,558772,2834415
70134,558772,2834433
70135,558775,3059710
70136,558778,2833628
70137,558779,2833612
70138,558780,2814963
70139,558780,2814946
70140,558786,2834604
70141,558788,2834416
70142,558789,2834433
70143,558794,2833389
70144,558794,3059646
70145,558818,2829382
70146,558825,2778475
70147,558841,2778464
70148,558844,3028045
70149,558852,3061972
70150,558853,2891112
70151,558859,2831976
70152,558860,2832094
70153,558861,3071121
70154,558864,2820390
70155,558871,2831567
70156,558898,2831136
70157,558899,2876685
70158,558903,3071947
70159,558908,2824181
70160,558915,3061873
70161,558919,2824172
70162,558923,2891062
70163,558929,2829383
70164,558929,3059301
70165,558944,2778633
70166,558944,3028067
70167,558959,2834422
70168,558959,2834436
70169,558959,2778620
70170,558977,2851849
70171,558977,2851866
70172,558977,2839368
70173,558979,2839384
70174,558989,2839385
70175,558991,2839369
70176,558995,2824280
70177,558995,3061691
70178,558995,2821229
70179,558997,2824481
70180,558998,2824263
70181,559000,3044288
70182,559007,2823798
70183,559008,2876661
70184,559014,2823466
70185,559018,3028067
70186,559018,2823263
70187,559018,3028048
70188,559021,3061586
70189,559024,2821576
70190,559024,2821880
70191,559026,3021112
70192,559027,2821691
70193,559028,3021094
70194,559032,2822448
70195,559032,2821991
70196,559033,2822028
70197,559033,2821274
70198,559033,2822042
70199,559034,2821227
70200,559041,2821923
70201,559043,2821882
70202,559045,2821691
70203,559048,2820819
70204,559050,3057205
70205,559050,2821151
70206,559051,3057317
70207,559051,2820223
70208,559052,2820397
70209,559052,2820407
70210,559054,2778777
70211,559055,2819804
70212,559058,2819599
70213,559061,2820819
70214,559061,3058852
70215,559066,2815351
70216,559067,2820407
70217,559068,2820397
70218,559069,2818982
70219,559070,2778766
70220,559072,2818799
70221,559074,2820213
70222,559077,2819804
70223,559078,2815347
70224,559080,2819599
70225,559083,3061465
70226,559084,2818379
70227,559085,2818365
70228,559088,2824388
70229,559089,2817989
70230,559091,2818980
70231,559092,2818800
70232,559095,2817989
70233,559099,2824378
70234,559099,2879089
70235,559100,2817552
70236,559103,2817146
70237,559106,2818379
70238,559107,2818366
70239,559109,2816317
70240,559115,2817989
70241,559120,2878216
70242,559121,2877977
70243,559122,2817551
70244,559125,3032246
70245,559126,2817146
70246,559130,2821888
70247,559132,2816317
70248,559133,3015910
70249,559134,3015881
70250,559134,3058541
70251,559136,2877978
70252,559141,3032249
70253,559149,3057204
70254,559152,3057315
70255,559152,2826122
70256,559155,2847427
70257,559155,2847439
70258,559157,2778916
70259,559158,3071121
70260,559159,3032165
70261,559163,2829389
70262,559166,3061341
70263,559169,2876694
70264,559170,2876682
70265,559171,2876658
70266,559174,2824485
70267,559174,2778904
70268,559178,2849340
70269,559178,2849361
70270,559186,3004475
70271,559187,3036144
70272,559189,2849340
70273,559189,2849361
70274,559189,3058309
70275,559191,3032267
70276,559192,2824485
70277,559192,3021142
70278,559196,3032256
70279,559207,2836065
70280,559214,3032053
70281,559219,3027216
70282,559219,2877465
70283,559225,3032258
70284,559228,2877473
70285,559238,3071201
70286,559242,3054829
70287,559242,3058082
70288,559247,2779024
70289,559266,2779049
70290,559268,2779020
70291,559276,2851722
70292,559276,3071121
70293,559285,2779042
70294,559291,3009812
70295,559293,3031773
70296,559300,2824487
70297,559313,3057200
70298,559318,2831154
70299,559333,2841003
70300,559334,2840986
70301,559335,2779140
70302,559338,2829393
70303,559339,3010253
70304,559346,3009417
70305,559351,2779130
70306,559357,3057312
70307,559357,3021182
70308,559360,2827756
70309,559364,3021165
70310,559366,3019868
70311,559367,2779183
70312,559371,3031587
70313,559371,2847447
70314,559372,2847434
70315,559372,3038561
70316,559373,3038545
70317,559381,2826129
70318,559382,2779168
70319,559386,3009411
70320,559386,3036151
70321,559387,3036138
70322,559388,3038562
70323,559389,3035351
70324,559389,3039363
70325,559389,3010275
70326,559390,3039390
70327,559391,2839401
70328,559391,2839384
70329,559392,3034540
70330,559393,3034118
70331,559394,3033725
70332,559395,3032296
70333,559396,3032813
70334,559397,3032280
70335,559397,3032332
70336,559398,3040220
70337,559398,3040234
70338,559403,3032240
70339,559405,3021024
70340,559406,3032298
70341,559407,2824489
70342,559407,3032282
70343,559407,3057566
70344,559416,3009810
70345,559417,3032216
70346,559418,3044291
70347,559421,2845858
70348,559422,2845843
70349,559425,3036152
70350,559426,3044539
70351,559428,3013593
70352,559429,3015615
70353,559429,3015894
70354,559429,3014556
70355,559429,3014840
70356,559430,3015132
70357,559430,3013234
70358,559430,3057487
70359,559431,3019134
70360,559431,3015920
70361,559431,2779270
70362,559432,3018535
70363,559433,3018435
70364,559435,3036138
70365,559435,3031991
70366,559440,2822454
70367,559445,2837790
70368,559446,2837778
70369,559446,3011007
70370,559448,3010721
70371,559448,3057445
70372,559449,2779256
70373,559449,3010511
70374,559450,3010045
70375,559450,3057438
70376,559452,3009813
70377,559454,3031976
70378,559457,3017840
70379,559460,2837778
70380,559461,2837790
70381,559464,3060837
70382,559478,3032297
70383,559478,3060849
70384,559482,3070713
70385,559482,2844233
70386,559484,2844213
70387,559487,3044694
70388,559488,2824817
70389,559491,3057326
70390,559507,3057452
70391,559510,3020286
70392,559525,2779393
70393,559526,3017779
70394,559537,3057237
70395,559539,2822159
70396,559542,2779379
70397,559548,2842624
70398,559548,2842609
70399,559559,2836071
70400,559580,2952946
70401,559581,2952914
70402,559581,3057436
70403,559586,3070537
70404,559604,3017725
70405,559610,3036153
70406,559615,3032359
70407,559615,2824991
70408,559618,2779516
70409,559620,2824493
70410,559625,3032343
70411,559627,2824980
70412,559636,2779504
70413,559637,2888650
70414,559641,2888634
70415,559650,3036670
70416,559651,2888653
70417,559654,2888637
70418,559655,3036729
70419,559663,2876658
70420,559663,3057436
70421,559664,3057345
70422,559674,3051591
70423,559697,3036140
70424,559700,2831169
70425,559705,2779629
70426,559720,3060573
70427,559726,2779621
70428,559726,3036154
70429,559750,2829398
70430,559761,3060531
70431,559764,3028062
70432,559764,3011011
70433,559766,3035934
70434,559767,3060553
70435,559769,2876680
70436,559778,2825154
70437,559783,3028061
70438,559787,3060531
70439,559791,2849343
70440,559792,2849362
70441,559797,2779749
70442,559800,2826137
70443,559803,2849343
70444,559804,2849362
70445,559812,2779735
70446,559826,2825238
70447,559828,2825229
70448,559840,2841008
70449,559851,2822460
70450,559857,2890782
70451,559860,3057344
70452,559860,3057436
70453,559863,3036141
70454,559872,3036155
70455,559873,2825260
70456,559873,3011012
70457,559878,2851850
70458,559879,2820423
70459,559880,2820411
70460,559880,3036124
70461,559889,3032462
70462,559891,2890726
70463,559895,3032443
70464,559901,3036167
70465,559903,2890770
70466,559904,2890724
70467,559905,3032468
70468,559912,3032449
70469,559914,2866166
70470,559916,2890766
70471,559920,3004473
70472,559925,2779919
70473,559927,2890862
70474,559928,3004494
70475,559932,2866183
70476,559941,2890858
70477,559942,2779908
70478,559946,2825344
70479,559951,3057439
70480,559952,2829398
70481,559960,2890755
70482,559976,3015838
70483,559976,2841033
70484,559985,3015864
70485,559989,2820417
70486,559989,3051586
70487,560002,3036362
70488,560009,2889774
70489,560012,2841744
70490,560019,2889766
70491,560020,2889787
70492,560022,2841738
70493,560028,2853302
70494,560030,3054824
70495,560032,2889778
70496,560032,2851726
70497,560034,3036142
70498,560036,3028068
70499,560043,2853302
70500,560047,3045282
70501,560049,3028042
70502,560051,2852536
70503,560053,2829399
70504,560055,2780092
70505,560055,2822463
70506,560060,3057345
70507,560061,3057251
70508,560063,3032525
70509,560064,2850952
70510,560065,2852536
70511,560067,3036156
70512,560069,2851720
70513,560069,2851731
70514,560070,2851229
70515,560072,2780078
70516,560072,2850279
70517,560076,3028067
70518,560076,2851701
70519,560082,2851719
70520,560082,2849885
70521,560082,2851730
70522,560083,2849483
70523,560086,2849363
70524,560087,2849571
70525,560087,2849344
70526,560096,2849483
70527,560099,3028090
70528,560099,2849363
70529,560100,2849345
70530,560105,3028067
70531,560111,2848664
70532,560113,3035615
70533,560119,3005051
70534,560122,2848665
70535,560129,2848278
70536,560131,3035477
70537,560135,2841015
70538,560136,2841058
70539,560137,2841041
70540,560138,2848278
70541,560147,2829400
70542,560151,3069484
70543,560155,3032537
70544,560158,2829400
70545,560159,2840226
70546,560159,3044283
70547,560163,2847541
70548,560163,2847479
70549,560163,2847465
70550,560173,3004494
70551,560174,3036157
70552,560175,3004474
70553,560177,2847053
70554,560177,3036143
70555,560183,3004482
70556,560184,3004620
70557,560189,2839432
70558,560190,2839415
70559,560194,2846670
70560,560194,3011017
70561,560203,3054823
70562,560204,3004473
70563,560207,3057453
70564,560209,2846306
70565,560209,3004380
70566,560220,2838621
70567,560222,2845886
70568,560223,2845874
70569,560223,3004494
70570,560226,2824502
70571,560228,2834464
70572,560229,2834482
70573,560231,3057384
70574,560236,2845463
70575,560237,2780330
70576,560239,3005178
70577,560246,3057348
70578,560247,3005155
70579,560251,3032774
70580,560251,2837821
70581,560251,2845061
70582,560252,2837809
70583,560252,2820423
70584,560252,2780350
70585,560253,3055528
70586,560254,3055628
70587,560255,3057251
70588,560257,3056156
70589,560260,3032596
70590,560260,3056439
70591,560261,3057172
70592,560261,3056636
70593,560261,3056642
70594,560261,3056647
70595,560263,3057454
70596,560265,3057424
70597,560266,3057251
70598,560267,2844658
70599,560267,3057348
70600,560267,3057384
70601,560267,3057381
70602,560268,2890773
70603,560275,3056648
70604,560285,2844262
70605,560286,2844249
70606,560288,2890669
70607,560294,3032588
70608,560295,3017454
70609,560304,3057454
70610,560305,2843654
70611,560312,2843448
70612,560323,2825773
70613,560323,2876658
70614,560341,2836099
70615,560345,2882665
70616,560345,2951180
70617,560349,2842655
70618,560350,2780479
70619,560350,2842641
70620,560353,3069047
70621,560353,2951189
70622,560355,2842554
70623,560359,2842253
70624,560361,2876658
70625,560361,3004486
70626,560370,3036158
70627,560374,2842253
70628,560376,2825859
70629,560383,2835292
70630,560383,2835283
70631,560386,3054819
70632,560391,3017429
70633,560409,2952223
70634,560409,2952255
70635,560413,3057350
70636,560430,2780584
70637,560432,3032638
70638,560432,3032608
70639,560432,3031615
70640,560435,3031972
70641,560435,3032639
70642,560435,3033402
70643,560450,2780576
70644,560457,2829402
70645,560463,3056645
70646,560469,3032649
70647,560470,3032628
70648,560472,3033311
70649,560473,3031900
70650,560473,3033732
70651,560474,3031597
70652,560500,2879075
70653,560501,2876681
70654,560501,3004490
70655,560516,3028065
70656,560517,3032690
70657,560523,2780710
70658,560531,2876658
70659,560532,3054537
70660,560534,2851709
70661,560534,2851697
70662,560536,3015647
70663,560539,2780693
70664,560545,3015672
70665,560545,2831203
70666,560547,2826146
70667,560549,2886800
70668,560550,2830570
70669,560552,2830134
70670,560555,2829808
70671,560556,2842663
70672,560556,2842649
70673,560557,2888356
70674,560557,2888342
70675,560558,2886811
70676,560559,2888744
70677,560559,2888757
70678,560561,2829402
70679,560564,2886787
70680,560567,3059725
70681,560567,2888341
70682,560568,2888355
70683,560570,3057245
70684,560572,2888757
70685,560572,2888745
70686,560573,2828585
70687,560574,2886799
70688,560578,3059735
70689,560579,2828181
70690,560581,2828107
70691,560582,2827773
70692,560595,2827185
70693,560597,2853313
70694,560602,2826957
70695,560610,2826106
70696,560614,2826095
70697,560615,2841037
70698,560616,2841057
70699,560619,3032727
70700,560628,3004482
70701,560628,3003842
70702,560636,3004503
70703,560637,3011143
70704,560638,2824510
70705,560643,2882675
70706,560648,3004593
70707,560648,3016093
70708,560650,2882675
70709,560651,3032717
70710,560658,2882675
70711,560659,3032539
70712,560662,3057242
70713,560663,3057256
70714,560664,3056633
70715,560665,3056644
70716,560665,3057449
70717,560671,3004494
70718,560671,3004380
70719,560672,2822471
70720,560672,2822417
70721,560675,2822178
70722,560679,2821938
70723,560679,3004503
70724,560679,2821856
70725,560680,2884048
70726,560680,3004482
70727,560682,2821770
70728,560686,3017368
70729,560687,2820719
70730,560688,2820431
70731,560689,2821243
70732,560691,2780932
70733,560691,2821066
70734,560693,2884046
70735,560701,2890627
70736,560705,2890593
70737,560706,3003925
70738,560710,2780918
70739,560710,2879077
70740,560740,2834504
70741,560742,2834489
70742,560743,3058991
70743,560747,3036154
70744,560751,3016460
70745,560758,2834489
70746,560758,2834504
70747,560762,2826273
70748,560773,2849348
70749,560774,2826263
70750,560775,2876682
70751,560776,2876660
70752,560786,3058780
70753,560787,3017368
70754,560787,3016883
70755,560788,3017071
70756,560790,3058766
70757,560801,3058783
70758,560801,2839460
70759,560802,2839440
70760,560804,3032794
70761,560806,3058768
70762,560806,3054022
70763,560808,2781084
70764,560816,3054005
70765,560818,2875268
70766,560821,2875070
70767,560828,3054026
70768,560829,2849366
70769,560829,2781112
70770,560830,2781078
70771,560834,3058681
70772,560847,3053957
70773,560848,3058589
70774,560849,3053930
70775,560850,2874245
70776,560855,3058776
70777,560860,3053933
70778,560873,3054021
70779,560873,3032798
70780,560881,2834493
70781,560882,3054036
70782,560883,2873460
70783,560883,2873440
70784,560886,2834510
70785,560889,2841052
70786,560894,2849361
70787,560895,2849342
70788,560901,2890509
70789,560903,2834494
70790,560904,2834511
70791,560918,2887601
70792,560919,3004488
70793,560922,2851762
70794,560924,3046145
70795,560925,2951925
70796,560927,3058346
